ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude
10000118,JE101640,6/13/2021 22:15,5781X N MAIN ST,0592,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,570,22,43,11,17,224767,2320310,2021,6/13/2021 22:15,42.031085,-87.523277
10000119,JE509420,11/24/2020 14:34,7703X N MAIN ST,0189,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,FALSE,FALSE,1050,9,48,3,12,222487,2317976,2020,11/24/2020 14:34,41.797619,-87.751219
10000120,JE239890,3/22/2023 18:42,0727X N MAIN ST,0821,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENCE,TRUE,FALSE,2180,21,12,60,23,224369,2319397,2023,3/22/2023 18:42,41.939754,-87.563094
10000121,JE138780,7/6/2016 20:04,4808X N MAIN ST,0512,NARCOTICS,POSS: HEROIN(WHITE),STREET,FALSE,TRUE,610,2,21,40,17,222804,2318771,2016,7/6/2016 20:04,41.87712,-87.719525
10000122,JE400009,4/23/2020 2:16,5849X N MAIN ST,1865,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2310,21,22,35,4,225472,2317108,2020,4/23/2020 2:16,41.710899,-87.452757
10000123,JE455505,6/27/2019 21:47,3061X N MAIN ST,1116,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENCE,FALSE,FALSE,1040,17,18,11,24,223380,2318120,2019,6/27/2019 21:47,41.81206,-87.661939
10000124,JE443848,1/9/2017 7:34,4844X N MAIN ST,0727,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,1930,14,11,57,12,225059,2319272,2017,1/9/2017 7:34,41.927207,-87.494012
10000125,JE178686,12/15/2018 5:39,6656X N MAIN ST,0844,CRIMINAL DAMAGE,TO VEHICLE,OTHER,TRUE,FALSE,2010,22,11,4,5,223195,2318976,2018,12/15/2018 5:39,,-87.680494
10000126,JE479742,11/30/2019 3:02,6273X N MAIN ST,1261,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,TRUE,TRUE,490,22,29,48,12,224574,2319228,2019,11/30/2019 3:02,41.922829,-87.542546
10000127,JE361736,7/17/2016 3:33,1859X N MAIN ST,0153,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1370,17,25,72,4,222294,2317622,2016,7/17/2016 3:33,41.762253,-87.770546
10000128,JE309902,1/2/2020 20:13,2010X N MAIN ST,0377,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1250,6,46,57,3,225062,2318249,2020,1/2/2020 20:13,41.824962,-87.493789
10000129,JE414527,8/2/2018 3:42,2581X N MAIN ST,1557,ROBBERY,STRONGARM - NO WEAPON,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1890,21,12,47,17,225177,2319029,2018,8/2/2018 3:42,41.902973,-87.482264
10000130,JE478427,11/19/2023 13:08,9078X N MAIN ST,1272,BATTERY,SIMPLE,RETAIL STORE,FALSE,FALSE,2150,18,9,12,3,223697,2318539,2023,11/19/2023 13:08,41.853914,-87.630256
10000131,JE963333,1/23/2023 14:30,9420X N MAIN ST,0251,BATTERY,DOMESTIC BATTERY SIMPLE,RETAIL STORE,FALSE,TRUE,910,21,5,58,15,222874,2319039,2023,1/23/2023 14:30,41.903917,-87.712523
10000132,JE553633,10/1/2023 19:35,8239X N MAIN ST,1965,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2220,4,34,20,10,223790,2319175,2023,10/1/2023 19:35,41.917515,-87.620913
10000133,JE987025,12/15/2022 12:14,1293X N MAIN ST,0613,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2540,18,18,17,21,223300,2319333,2022,12/15/2022 12:14,41.933312,-87.669922
10000134,JE261684,8/20/2020 8:41,2805X N MAIN ST,1449,BATTERY,AGGRAVATED,APARTMENT,FALSE,FALSE,2400,20,22,73,2,224685,2318836,2020,8/20/2020 8:41,41.883672,-87.53145
10000135,JE904214,7/6/2015 23:41,9374X N MAIN ST,0953,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,170,16,41,70,10,222928,2318859,2015,7/6/2015 23:41,41.885914,-87.707101
10000136,JE575575,9/30/2017 23:51,1196X N MAIN ST,1510,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,TRUE,1220,14,31,60,7,224108,2320601,2017,9/30/2017 23:51,42.060161,-87.589177
10000137,JE518084,1/21/2023 18:20,2143X N MAIN ST,1657,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,1530,4,21,31,15,222934,2320503,2023,1/21/2023 18:20,42.050355,-87.706535
10000138,JE745270,7/31/2016 17:06,6851X N MAIN ST,0608,THEFT,RETAIL THEFT,RESIDENCE,FALSE,FALSE,2400,6,21,74,24,224678,2318692,2016,7/31/2016 17:06,41.869225,-87.532169
10000139,JE621530,8/2/2020 17:32,0380X N MAIN ST,0284,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,FALSE,FALSE,1390,15,16,28,19,223102,2318109,2020,8/2/2020 17:32,41.810922,-87.689739
10000140,JE399628,7/20/2020 14:38,8794X N MAIN ST,0116,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1200,5,17,47,25,221891,2319607,2020,7/20/2020 14:38,41.960708,-87.810813
10000141,JE177103,7/29/2015 3:36,6330X N MAIN ST,1132,CRIMINAL DAMAGE,TO PROPERTY,STREET,TRUE,FALSE,1500,9,40,16,5,225578,2319054,2015,7/29/2015 3:36,41.90544,-87.442183
10000142,JE308727,11/30/2023 10:21,9871X N MAIN ST,1142,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,FALSE,FALSE,200,2,3,18,23,224672,2319238,2023,11/30/2023 10:21,41.923808,-87.532748
10000143,JE443897,2/15/2020 7:09,5219X N MAIN ST,0432,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1670,24,20,76,11,225533,2317724,2020,2/15/2020 7:09,41.772481,-87.446654
10000144,JE486251,6/29/2020 22:45,5428X N MAIN ST,1479,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,FALSE,TRUE,1160,19,20,4,20,223419,2318722,2020,6/29/2020 22:45,41.872211,-87.658022
10000145,JE711868,10/12/2023 20:49,7872X N MAIN ST,0449,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1940,20,50,49,5,225055,2317410,2023,10/12/2023 20:49,41.741049,-87.494413
10000146,JE428930,6/3/2021 23:44,6862X N MAIN ST,0410,ROBBERY,STRONGARM - NO WEAPON,STREET,TRUE,FALSE,620,14,33,61,24,223980,2319001,2021,6/3/2021 23:44,41.900151,-87.601928
10000147,JE651002,10/25/2020 14:13,6174X N MAIN ST,0742,BURGLARY,UNLAWFUL ENTRY,OTHER,FALSE,FALSE,1270,18,22,70,12,223102,2317505,2020,10/25/2020 14:13,41.750546,-87.689738
10000148,JE301603,8/20/2022 2:41,4039X N MAIN ST,0671,BURGLARY,UNLAWFUL ENTRY,ALLEY,FALSE,FALSE,670,10,50,37,23,224004,2318988,2022,8/20/2022 2:41,41.898851,-87.599565
10000149,JE386741,7/22/2018 23:30,4716X N MAIN ST,0349,BATTERY,AGGRAVATED,OTHER,FALSE,FALSE,1490,13,26,45,25,223748,2318785,2018,7/22/2018 23:30,41.878519,-87.625102
10000150,JE787836,3/24/2018 19:45,4202X N MAIN ST,1630,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENCE,FALSE,FALSE,610,18,18,72,23,222102,2318530,2018,3/24/2018 19:45,41.853058,-87.789712
10000151,JE656837,4/23/2023 6:37,3698X N MAIN ST,1406,BATTERY,AGGRAVATED,STREET,TRUE,FALSE,350,14,22,61,4,224216,2318877,2023,4/23/2023 6:37,41.887724,-87.578356
10000152,JE600641,3/4/2021 9:59,3268X N MAIN ST,1648,BURGLARY,UNLAWFUL ENTRY,STREET,FALSE,FALSE,920,10,42,8,25,225243,2319629,2021,3/4/2021 9:59,41.962936,-87.475663
10000153,JE283568,12/31/2020 12:47,6847X N MAIN ST,1906,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2490,2,26,64,6,222953,2319046,2020,12/31/2020 12:47,41.904685,-87.704649
10000154,JE451317,3/31/2018 15:56,4663X N MAIN ST,1030,OTHER OFFENSE,HARASSMENT BY TELEPHONE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1490,17,32,18,17,225253,2318872,2018,3/31/2018 15:56,41.887289,-87.474674
10000155,JE853504,4/6/2016 21:21,3051X N MAIN ST,0128,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,2120,10,37,25,6,225457,2320429,2016,4/6/2016 21:21,42.04296,-87.454266
10000156,JE520304,7/19/2019 21:52,1563X N MAIN ST,0478,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1320,11,16,1,9,223432,2317964,2019,7/19/2019 21:52,41.796469,-87.656709
10000157,JE374258,12/29/2017 0:21,5891X N MAIN ST,1518,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,1800,4,30,40,6,225070,2319297,2017,12/29/2017 0:21,41.92973,-87.492937
10000158,JE485397,11/21/2022 19:49,3619X N MAIN ST,0548,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1320,,30,48,14,223359,2318434,2022,11/21/2022 19:49,41.843408,-87.664031
10000159,JE898867,6/30/2023 0:34,4055X N MAIN ST,1493,BURGLARY,FORCIBLE ENTRY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2330,3,34,58,17,221943,2319627,2023,6/30/2023 0:34,41.962774,-87.805674
10000160,JE700521,4/29/2021 12:07,8793X N MAIN ST,0406,BURGLARY,FORCIBLE ENTRY,STREET,FALSE,FALSE,2280,17,29,15,22,223564,2319489,2021,4/29/2021 12:07,41.948985,-87.643508
10000161,JE575458,1/8/2016 11:57,2162X N MAIN ST,1151,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1540,2,36,60,22,223776,2319982,2016,1/8/2016 11:57,41.998289,-87.622391
10000162,JE706403,6/10/2019 12:16,1197X N MAIN ST,0192,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,TRUE,FALSE,1890,3,35,8,3,224032,2319566,2019,6/10/2019 12:16,41.956624,-87.59673
10000163,JE492650,3/21/2018 22:26,6267X N MAIN ST,1018,PUBLIC PEACE VIOLATION,"MAKE THREATS, PUBLIC PLACE",APARTMENT,FALSE,FALSE,2420,13,25,,22,223646,2317418,2018,3/21/2018 22:26,41.741829,-87.635355
10000164,JE663356,6/28/2016 14:41,6440X N MAIN ST,1183,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,FALSE,TRUE,670,1,49,3,10,224105,2318776,2016,6/28/2016 14:41,41.877604,-87.589488
10000165,JE583000,10/4/2019 11:34,5672X N MAIN ST,0417,CRIMINAL DAMAGE,TO VEHICLE,OTHER,FALSE,FALSE,2490,24,49,15,2,224371,2317737,2019,10/4/2019 11:34,41.773742,-87.562833
10000166,JE316092,8/4/2023 3:59,1103X N MAIN ST,0306,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,1240,20,44,7,8,224189,2317899,2023,8/4/2023 3:59,41.79,-87.581033
10000167,JE246942,8/17/2017 11:34,8256X N MAIN ST,0692,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,2440,24,37,41,19,224657,2318730,2017,8/17/2017 11:34,41.873086,-87.534286
10000168,JE533649,8/6/2018 18:15,4924X N MAIN ST,0663,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,2520,19,48,23,21,223226,2318423,2018,8/6/2018 18:15,41.842365,-87.677367
10000169,JE830132,7/12/2015 1:22,6822X N MAIN ST,0936,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,TRUE,1060,6,49,69,16,222909,2318356,2015,7/12/2015 1:22,41.835679,-87.709087
10000170,JE689704,12/8/2022 7:09,6762X N MAIN ST,0953,BATTERY,SIMPLE,STREET,FALSE,FALSE,440,13,16,33,7,223510,2317633,2022,12/8/2022 7:09,41.763373,-87.648953
10000171,JE969695,1/17/2020 12:54,3121X N MAIN ST,0205,BATTERY,AGGRAVATED,STREET,TRUE,FALSE,1820,20,39,6,3,223737,2320352,2020,1/17/2020 12:54,42.035278,-87.626274
10000172,JE449138,2/14/2023 1:42,4968X N MAIN ST,1961,THEFT,OVER $500,OTHER,TRUE,TRUE,2490,,48,16,24,224906,2319192,2023,2/14/2023 1:42,41.919267,-87.509336
10000173,JE350956,9/20/2017 3:44,9046X N MAIN ST,0758,ARSON,BY EXPLOSIVE,APARTMENT,FALSE,FALSE,1070,15,35,46,10,223481,2318691,2017,9/20/2017 3:44,41.869114,-87.651897
10000174,JE592296,7/29/2020 20:29,5247X N MAIN ST,1972,BATTERY,AGGRAVATED,APARTMENT,FALSE,FALSE,900,14,3,73,8,224281,2318191,2020,7/29/2020 20:29,41.819187,-87.57185
10000175,JE409531,3/16/2021 8:59,2498X N MAIN ST,0501,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,FALSE,1070,19,16,64,18,221400,2318560,2021,3/16/2021 8:59,,-87.859992
10000176,JE583214,11/20/2017 17:48,2757X N MAIN ST,1600,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,530,5,47,,16,221509,2318279,2017,11/20/2017 17:48,41.827978,-87.849013
10000177,JE957730,3/13/2022 19:03,0795X N MAIN ST,1665,THEFT,$500 AND UNDER,ALLEY,TRUE,TRUE,450,21,15,,23,224013,2319242,2022,3/13/2022 19:03,41.924225,-87.598675
10000178,JE791309,2/11/2020 15:23,7994X N MAIN ST,0132,THEFT,RETAIL THEFT,STREET,FALSE,TRUE,1510,14,1,3,17,223781,2318003,2020,2/11/2020 15:23,41.800319,-87.621852
10000179,JE945328,3/20/2018 14:01,2938X N MAIN ST,0319,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1440,5,16,25,20,223905,2317495,2018,3/20/2018 14:01,41.749584,-87.609454
10000180,JE581294,12/30/2017 9:50,9257X N MAIN ST,0598,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,670,10,44,11,21,223654,2318631,2017,12/30/2017 9:50,41.863148,-87.634579
10000181,JE158840,5/10/2015 11:05,0155X N MAIN ST,1539,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,SIDEWALK,FALSE,FALSE,1370,14,42,43,19,222620,2318263,2015,5/10/2015 11:05,41.826374,-87.737955
10000182,JE384263,12/3/2020 6:58,0763X N MAIN ST,1992,WEAPONS VIOLATION,UNLAWFUL USE WEAPON,VEHICLE NON-COMMERCIAL,TRUE,TRUE,2460,9,35,73,22,224612,2318955,2020,12/3/2020 6:58,41.895558,-87.538744
10000183,JE180674,7/12/2018 18:01,4904X N MAIN ST,0432,THEFT,RETAIL THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1550,13,44,70,11,225181,2318774,2018,7/12/2018 18:01,41.877462,-87.481806
10000184,JE156304,11/12/2023 4:44,1601X N MAIN ST,0995,CRIMINAL DAMAGE,TO PROPERTY,OTHER,TRUE,FALSE,290,11,39,77,13,224716,2320680,2023,11/12/2023 4:44,42.068046,-87.528347
10000185,JE339220,2/10/2022 19:17,5830X N MAIN ST,1232,WEAPONS VIOLATION,UNLAWFUL USE WEAPON,RESIDENCE,FALSE,FALSE,1200,6,44,75,22,223511,2317951,2022,2/10/2022 19:17,41.79512,-87.648834
10000186,JE380989,4/24/2018 10:51,2527X N MAIN ST,0878,CRIMINAL DAMAGE,TO VEHICLE,OTHER,FALSE,FALSE,1720,5,48,50,11,222392,2319897,2018,4/24/2018 10:51,41.989759,-87.760765
10000187,JE238943,6/16/2018 16:28,1431X N MAIN ST,0483,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1520,18,33,53,4,224264,2317662,2018,6/16/2018 16:28,41.766215,-87.573503
10000188,JE112940,1/17/2016 5:38,4782X N MAIN ST,0947,THEFT,RETAIL THEFT,RESIDENCE,FALSE,FALSE,310,24,36,32,19,223076,2318414,2016,1/17/2016 5:38,41.841451,-87.692399
10000189,JE253023,11/25/2016 7:08,1037X N MAIN ST,0442,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,FALSE,FALSE,1170,10,31,10,12,222838,2318307,2016,11/25/2016 7:08,41.830708,-87.716199
10000190,JE212168,1/4/2022 7:31,2220X N MAIN ST,0723,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1110,11,40,49,26,224386,2316778,2022,1/4/2022 7:31,41.677879,-87.561336
10000191,JE415029,10/30/2019 23:52,5254X N MAIN ST,1335,ROBBERY,ARMED: HANDGUN,RESIDENCE,FALSE,FALSE,610,16,21,23,13,222794,2318589,2019,10/30/2019 23:52,41.858984,-87.720556
10000192,JE441716,10/17/2022 23:40,6162X N MAIN ST,0674,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,FALSE,FALSE,1100,12,8,73,7,223975,2318970,2022,10/17/2022 23:40,41.897086,-87.602442
10000193,JE842776,8/24/2022 9:49,3435X N MAIN ST,0997,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,TRUE,FALSE,2220,23,5,53,22,222724,2319181,2022,8/24/2022 9:49,41.918173,-87.727556
10000194,JE927406,9/18/2017 22:16,6177X N MAIN ST,0251,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1630,16,38,52,18,225321,2320415,2017,9/18/2017 22:16,42.041566,-87.467839
10000195,JE835716,10/4/2022 10:26,8797X N MAIN ST,1316,NARCOTICS,POSS: HEROIN(WHITE),"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,310,4,50,32,22,224272,2318250,2022,10/4/2022 10:26,41.82509,-87.57274
10000196,JE889245,11/14/2021 11:02,5433X N MAIN ST,1730,BURGLARY,UNLAWFUL ENTRY,STREET,FALSE,FALSE,120,4,17,29,17,220961,2319004,2021,11/14/2021 11:02,41.900481,-87.903895
10000197,JE585556,9/17/2022 9:36,9644X N MAIN ST,1514,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",APARTMENT,FALSE,FALSE,980,1,31,14,10,222797,2318988,2022,9/17/2022 9:36,41.898878,-87.720232
10000198,JE459731,4/20/2016 10:53,7461X N MAIN ST,1706,CRIMINAL DAMAGE,TO PROPERTY,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1330,12,31,13,15,223969,2317869,2016,4/20/2016 10:53,41.786969,-87.603026
10000199,JE123682,10/3/2015 15:19,5621X N MAIN ST,1427,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,TRUE,2140,6,48,32,17,223749,2318259,2015,10/3/2015 15:19,41.825953,-87.62506
10000200,JE760351,4/12/2021 11:27,3023X N MAIN ST,0481,THEFT,RETAIL THEFT,STREET,TRUE,FALSE,1200,13,2,26,15,224462,2318299,2021,4/12/2021 11:27,41.829943,-87.553775
10000201,JE705393,11/26/2022 18:13,1668X N MAIN ST,1737,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,570,12,21,26,15,225143,2319204,2022,11/26/2022 18:13,41.920484,-87.485643
10000202,JE741003,6/27/2020 14:33,6432X N MAIN ST,1302,THEFT,RETAIL THEFT,SIDEWALK,FALSE,TRUE,1000,15,40,23,22,222669,2317364,2020,6/27/2020 14:33,41.736481,-87.733063
10000203,JE223586,11/21/2021 22:37,3909X N MAIN ST,0725,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,TRUE,1050,23,10,66,13,223098,2319077,2021,11/21/2021 22:37,41.907792,-87.690199
10000204,JE681868,4/21/2019 22:27,2734X N MAIN ST,1102,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,570,11,29,7,12,225282,2319171,2019,4/21/2019 22:27,41.917144,-87.471787
10000205,JE529008,3/10/2017 20:52,8057X N MAIN ST,0951,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,FALSE,FALSE,1230,16,11,11,19,223290,2319051,2017,3/10/2017 20:52,41.905108,-87.670988
10000206,JE276379,4/11/2018 8:02,7493X N MAIN ST,1258,THEFT,FROM BUILDING,OTHER,TRUE,FALSE,2060,16,36,66,4,223382,2318526,2018,4/11/2018 8:02,,
10000207,JE896922,2/2/2021 20:52,7232X N MAIN ST,1218,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1180,4,48,32,10,225777,2319012,2021,2/2/2021 20:52,41.901282,-87.42226
10000208,JE223088,12/12/2017 12:22,3883X N MAIN ST,0529,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,FALSE,FALSE,1600,23,23,55,6,224649,2318564,2017,12/12/2017 12:22,41.856484,-87.535038
10000209,JE725850,4/27/2017 20:51,8828X N MAIN ST,0444,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1900,10,19,74,9,222693,2317150,2017,4/27/2017 20:51,41.71505,-87.730609
10000210,JE162165,8/14/2022 14:52,4544X N MAIN ST,1875,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,TRUE,FALSE,1890,5,16,19,23,222858,2319622,2022,8/14/2022 14:52,41.962227,-87.714154
10000211,JE381770,8/1/2022 15:25,6787X N MAIN ST,0868,BATTERY,AGGRAVATED,STREET,TRUE,FALSE,1720,25,6,52,17,223482,2319042,2022,8/1/2022 15:25,41.904254,-87.65171
10000212,JE911739,2/20/2019 12:29,1527X N MAIN ST,1596,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,FALSE,FALSE,1720,22,45,46,3,223797,2319494,2019,2/20/2019 12:29,41.949493,-87.620238
10000213,JE968581,10/26/2019 17:52,4647X N MAIN ST,0791,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENCE,FALSE,FALSE,430,19,32,44,22,224845,2317598,2019,10/26/2019 17:52,41.759813,-87.515425
10000214,JE999312,1/8/2022 6:50,2589X N MAIN ST,1003,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2550,14,13,17,21,224949,2319188,2022,1/8/2022 6:50,41.91885,-87.505067
10000215,JE489906,1/27/2018 16:05,2712X N MAIN ST,0206,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,880,24,45,30,14,223950,2318926,2018,1/27/2018 16:05,41.892649,-87.604978
10000216,JE644676,1/5/2015 7:13,7292X N MAIN ST,0119,ASSAULT,SIMPLE,OTHER,TRUE,TRUE,970,4,28,17,16,222884,2317907,2015,1/5/2015 7:13,41.790789,-87.7115
10000217,JE413791,3/13/2023 19:51,2247X N MAIN ST,0883,THEFT,FROM BUILDING,RESIDENCE,TRUE,FALSE,2020,5,42,19,3,223224,2318838,2023,3/13/2023 19:51,41.883825,-87.677566
10000218,JE758589,4/16/2022 19:10,2481X N MAIN ST,1983,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,FALSE,FALSE,1850,15,14,12,4,224531,2318502,2022,4/16/2022 19:10,41.850298,-87.546886
10000219,JE929504,3/10/2023 20:24,2291X N MAIN ST,0607,THEFT,FROM BUILDING,STREET,FALSE,FALSE,310,8,36,77,20,222723,2318565,2023,3/10/2023 20:24,41.85651,-87.727676
10000220,JE315425,9/29/2022 20:01,8483X N MAIN ST,1342,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,2010,13,19,7,26,223149,2318439,2022,9/29/2022 20:01,41.843907,-87.685065
10000221,JE653948,7/20/2020 19:24,0198X N MAIN ST,0839,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $300,RESTAURANT,TRUE,FALSE,430,13,37,54,12,225057,2319476,2020,7/20/2020 19:24,41.947668,-87.494236
10000222,JE114463,4/13/2020 18:49,4296X N MAIN ST,0541,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,TRUE,250,13,33,37,21,223982,2317475,2020,4/13/2020 18:49,41.747523,-87.601704
10000223,JE390946,10/1/2019 11:44,1370X N MAIN ST,0734,BURGLARY,FORCIBLE ENTRY,OTHER,TRUE,TRUE,2450,7,10,69,11,225198,2317358,2019,10/1/2019 11:44,41.735802,-87.480196
10000224,JE865416,4/15/2022 14:43,3910X N MAIN ST,0218,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,TRUE,FALSE,2460,14,8,59,20,226345,2318925,2022,4/15/2022 14:43,41.892542,-87.365443
10000225,JE842287,4/26/2023 17:42,2249X N MAIN ST,1536,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,1370,12,34,67,26,224427,2318868,2023,4/26/2023 17:42,41.886852,-87.557223
10000226,JE868538,3/4/2019 18:08,1935X N MAIN ST,1679,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,FALSE,FALSE,950,14,18,68,3,224144,2318954,2019,3/4/2019 18:08,41.895449,-87.585588
10000227,JE158132,1/14/2022 7:04,8186X N MAIN ST,1859,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1040,6,17,14,19,225047,2320286,2022,1/14/2022 7:04,42.028662,-87.495258
10000228,JE356430,4/23/2023 13:32,0754X N MAIN ST,1066,BURGLARY,FORCIBLE ENTRY,STREET,TRUE,FALSE,2450,5,12,5,18,223802,2318928,2023,4/23/2023 13:32,41.892811,-87.61979
10000229,JE855276,5/9/2022 22:26,5242X N MAIN ST,0655,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",OTHER,FALSE,FALSE,1560,12,8,65,22,223576,2317989,2022,5/9/2022 22:26,41.798932,-87.642379
10000230,JE396020,10/13/2020 23:02,5091X N MAIN ST,0770,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,TRUE,TRUE,1260,1,24,26,10,224225,2320811,2020,10/13/2020 23:02,42.081195,-87.577405
10000231,JE910143,12/25/2021 13:15,3202X N MAIN ST,1600,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,FALSE,FALSE,2040,8,10,1,14,223275,2318654,2021,12/25/2021 13:15,41.865459,-87.672488
10000232,JE101533,2/17/2022 20:53,6165X N MAIN ST,1838,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,880,4,14,68,8,221381,2319462,2022,2/17/2022 20:53,41.94628,-87.861874
10000233,JE986575,8/6/2016 22:45,8516X N MAIN ST,0945,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1050,15,48,11,19,222406,2317749,2016,8/6/2016 22:45,41.774903,-87.759308
10000234,JE794622,6/4/2019 19:04,2142X N MAIN ST,0584,THEFT,RETAIL THEFT,STREET,FALSE,FALSE,2270,11,26,42,11,223441,2317578,2019,6/4/2019 19:04,41.757879,-87.655874
10000235,JE262959,4/10/2017 14:08,1732X N MAIN ST,0436,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,900,14,8,69,12,223429,2318584,2017,4/10/2017 14:08,41.858441,-87.657072
